what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.newWizard",1407296839311
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407296849816
opened,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1407296860127
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1407296860147
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407296860166
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1407296873964
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407296919976
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407296944179
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1407296946838
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1407296948046
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407296958000
